"","customer.number","customer.package","lifetime.value","pref.payment.type","last.order.time","last.order.value","place.of.residence","terminate"
"5318",15317,"standard",86471.33,"bank account",45,280.9,"AUT",FALSE
"5319",15318,"standard",69910.87,"PayPal",19,170.08,"POL",TRUE
"5320",15319,"student",70322.85,"PayPal",81,73.05,"NEL",FALSE
"5321",15320,"prime",66053.77,"PayPal",71,145.29,"LUX",FALSE
"5322",15321,"student",77958.85,"bank account",78,155.31,"GER",FALSE
"5323",15322,"student",64758.54,"credit card",27,181.25,"POL",FALSE
"5324",15323,"standard",72500.78,"credit card",114,432.9,"AUT",FALSE
"5325",15324,"standard",83541.19,"PayPal",22,186.46,"LUX",FALSE
"5326",15325,"prime",55370.78,"credit card",104,550.43,"LUX",FALSE
"5327",15326,"standard",70380.11,"PayPal",27,218.95,"BEL",FALSE
"5328",15327,"prime",60187.58,"PayPal",71,186.18,"AUT",FALSE
"5329",15328,"standard",57027.59,"bank account",59,277.07,"GBR",FALSE
"5330",15329,"standard",55150,"credit card",78,233.1,"POL",FALSE
"5331",15330,"student",62259.45,"PayPal",6,301.04,"BEL",FALSE
"5332",15331,"student",70078.04,"credit card",13,182.08,"LUX",TRUE
"5333",15332,"standard",74043.21,"credit card",46,223.12,"AUT",TRUE
"5334",15333,"student",77961.55,"PayPal",63,172.02,"GER",FALSE
"5335",15334,"standard",67119.22,"credit card",61,102.84,"BEL",FALSE
"5336",15335,"prime",86043.16,"credit card",49,287.86,"BEL",FALSE
"5337",15336,"standard",77265.76,"credit card",76,51.79,"AUT",FALSE
"5338",15337,"student",65293.24,"credit card",12,467.79,"BEL",FALSE
"5339",15338,"prime",68886.64,"credit card",76,659.87,"NEL",FALSE
"5340",15339,"standard",61378.19,"credit card",99,126,"GER",FALSE
"5341",15340,"prime",67978.21,"PayPal",17,155.71,"NEL",FALSE
"5342",15341,"standard",73611.4,"bank account",28,461.45,"AUT",FALSE
"5343",15342,"standard",71411.43,"PayPal",100,402.47,"LUX",FALSE
"5344",15343,"prime",75413.63,"PayPal",37,261.63,"GBR",FALSE
"5345",15344,"standard",89469.21,"PayPal",17,49.73,"GBR",FALSE
"5346",15345,"standard",72601.04,"credit card",20,126,"NEL",TRUE
"5347",15346,"standard",68955.7,"bank account",32,584.52,"AUT",FALSE
"5348",15347,"prime",83945.02,"bank account",102,380.98,"POL",FALSE
"5349",15348,"standard",66857.44,"PayPal",74,268.62,"NEL",FALSE
"5350",15349,"prime",62978.77,"credit card",69,196.15,"BEL",FALSE
"5351",15350,"standard",74626.16,"PayPal",44,173.61,"GER",FALSE
"5352",15351,"standard",78031.73,"bank account",12,315.29,"GBR",TRUE
"5353",15352,"standard",66139.9,"bank account",93,400.24,"NEL",TRUE
"5354",15353,"standard",73305.17,"PayPal",62,126,"BEL",FALSE
"5355",15354,"standard",74279.19,"bank account",63,329.54,"GER",FALSE
"5356",15355,"standard",77747.11,"credit card",78,29.47,"LUX",FALSE
"5357",15356,"prime",85194.92,"credit card",84,179.54,"AUT",FALSE
"5358",15357,"prime",62806.4,"credit card",20,324.89,"BEL",TRUE
"5359",15358,"student",64937.98,"credit card",18,44.92,"GBR",FALSE
"5360",15359,"prime",79881.22,"credit card",34,190.05,"AUT",FALSE
"5361",15360,"standard",59609.51,"credit card",78,53.29,"NEL",TRUE
"5362",15361,"prime",56507.83,"credit card",54,123.29,"GBR",TRUE
"5363",15362,"prime",77907.51,"credit card",29,563.51,"GER",FALSE
"5364",15363,"standard",94078.51,"credit card",61,254.14,"NEL",FALSE
"5365",15364,"standard",54560.49,"PayPal",78,410.06,"NEL",FALSE
"5366",15365,"student",62755.13,"credit card",52,28.14,"LUX",FALSE
"5367",15366,"student",74740.08,"credit card",23,126,"GER",FALSE
"5368",15367,"standard",70905.93,"credit card",30,453.95,"GER",FALSE
"5369",15368,"prime",59631.01,"credit card",75,546.63,"AUT",FALSE
"5370",15369,"standard",76642.59,"PayPal",58,126,"POL",FALSE
"5371",15370,"prime",90249.71,"bank account",8,274.85,"POL",FALSE
"5372",15371,"standard",71369.49,"bank account",58,246.17,"NEL",TRUE
"5373",15372,"student",70047.15,"bank account",112,152.07,"BEL",FALSE
"5374",15373,"standard",76111.1,"bank account",56,438.87,"POL",FALSE
"5375",15374,"standard",78457.88,"PayPal",117,237.82,"AUT",FALSE
"5376",15375,"standard",69262.64,"credit card",12,329.05,"POL",TRUE
"5377",15376,"prime",65669.24,"PayPal",51,276.06,"AUT",FALSE
"5378",15377,"standard",63201.63,"PayPal",0,242.7,"GBR",FALSE
"5379",15378,"standard",58940.61,"PayPal",25,136.13,"GBR",FALSE
"5380",15379,"standard",84016.1,"credit card",48,142.52,"LUX",FALSE
"5381",15380,"standard",80890.56,"PayPal",37,338.08,"BEL",TRUE
"5382",15381,"prime",53907.74,"bank account",37,465.62,"LUX",FALSE
"5383",15382,"prime",72111.36,"credit card",47,328.84,"LUX",TRUE
"5384",15383,"prime",88799.86,"PayPal",20,374.72,"GBR",FALSE
"5385",15384,"standard",68582.96,"credit card",12,442.41,"AUT",FALSE
"5386",15385,"standard",73104.17,"bank account",106,104.4,"AUT",FALSE
"5387",15386,"standard",85751.69,"credit card",12,1.07,"POL",FALSE
"5388",15387,"standard",69302.81,"credit card",73,141.86,"LUX",TRUE
"5389",15388,"standard",66924.74,"credit card",105,260.71,"AUT",FALSE
"5390",15389,"standard",62160.49,"bank account",26,304.79,"GER",FALSE
"5391",15390,"student",68641.91,"bank account",60,468.86,"GER",FALSE
"5392",15391,"standard",70694.64,"credit card",121,277.42,"AUT",FALSE
"5393",15392,"prime",56112.33,"credit card",69,197.58,"NEL",TRUE
"5394",15393,"prime",84481.71,"credit card",38,126,"BEL",TRUE
"5395",15394,"standard",74458.47,"bank account",72,230.24,"NEL",FALSE
"5396",15395,"standard",68675.37,"bank account",6,196.46,"GBR",TRUE
"5397",15396,"prime",70964.09,"credit card",57,212.9,"AUT",TRUE
"5398",15397,"student",60787.33,"credit card",57,254.31,"LUX",TRUE
"5399",15398,"student",89660.59,"PayPal",45,406.56,"LUX",FALSE
"5400",15399,"prime",78645.19,"bank account",12,302.98,"GER",FALSE
"5401",15400,"standard",59503.03,"credit card",110,306.11,"POL",TRUE
"5402",15401,"student",67111.47,"bank account",104,128.31,"AUT",FALSE
"5403",15402,"prime",77744.48,"credit card",30,341.38,"BEL",FALSE
"5404",15403,"standard",87434.96,"PayPal",41,182.51,"NEL",FALSE
"5405",15404,"student",92427.12,"credit card",34,58.38,"GER",FALSE
"5406",15405,"prime",75004.84,"credit card",94,360.91,"LUX",FALSE
"5407",15406,"prime",69977.83,"PayPal",19,103.38,"AUT",TRUE
"5408",15407,"standard",61726.91,"credit card",38,126,"POL",TRUE
"5409",15408,"prime",75662.47,"PayPal",38,157.77,"POL",TRUE
"5410",15409,"standard",71170.29,"PayPal",39,354.48,"AUT",FALSE
"5411",15410,"prime",67782.86,"credit card",12,167.55,"AUT",TRUE
"5412",15411,"prime",85634.11,"credit card",60,392.45,"BEL",FALSE
"5413",15412,"prime",73386.64,"bank account",83,107.06,"GBR",FALSE
"5414",15413,"prime",67904.15,"credit card",71,288.91,"POL",FALSE
"5415",15414,"standard",82096.71,"bank account",48,271.92,"AUT",FALSE
"5416",15415,"prime",59150.29,"credit card",79,198.01,"GER",FALSE
"5417",15416,"standard",90917.09,"credit card",47,240.19,"NEL",FALSE
"5418",15417,"standard",77743.13,"credit card",100,177.83,"LUX",FALSE
"5419",15418,"standard",83520.2,"PayPal",18,21.64,"LUX",TRUE
"5420",15419,"standard",62889.45,"PayPal",63,634.25,"POL",FALSE
"5421",15420,"standard",59727.13,"credit card",82,270.29,"BEL",TRUE
"5422",15421,"standard",51091.69,"credit card",12,165.49,"LUX",FALSE
"5423",15422,"student",72214.94,"PayPal",50,277.74,"LUX",FALSE
"5424",15423,"standard",66413.87,"bank account",17,214.34,"AUT",FALSE
"5425",15424,"standard",67048.53,"credit card",34,658.75,"GBR",TRUE
"5426",15425,"prime",68161.53,"bank account",49,193.58,"BEL",TRUE
"5427",15426,"prime",70851.8,"PayPal",12,292.04,"AUT",FALSE
"5428",15427,"standard",77665.64,"PayPal",12,309.65,"GBR",FALSE
"5429",15428,"standard",67703.69,"bank account",91,38.68,"GER",FALSE
"5430",15429,"standard",71543.41,"bank account",47,373.8,"BEL",FALSE
"5431",15430,"standard",67529.58,"credit card",124,237.3,"POL",FALSE
"5432",15431,"prime",56672.01,"PayPal",53,257.44,"GER",FALSE
"5433",15432,"standard",59668.39,"credit card",46,148.29,"BEL",FALSE
"5434",15433,"standard",64483.94,"bank account",12,195.53,"POL",FALSE
"5435",15434,"student",72282.65,"credit card",37,320.57,"GBR",TRUE
"5436",15435,"standard",72777.28,"PayPal",49,274.16,"BEL",FALSE
"5437",15436,"standard",84975.52,"PayPal",7,426.59,"LUX",FALSE
"5438",15437,"prime",79931.26,"credit card",121,482.35,"GBR",FALSE
"5439",15438,"standard",74793.4,"credit card",64,136.8,"POL",FALSE
"5440",15439,"standard",61483.87,"credit card",89,99.22,"POL",FALSE
"5441",15440,"prime",82126.23,"PayPal",12,212.57,"POL",FALSE
"5442",15441,"standard",60933.3,"credit card",50,153.28,"POL",FALSE
"5443",15442,"standard",62776.33,"credit card",41,417.87,"BEL",FALSE
"5444",15443,"standard",79299.78,"credit card",31,328,"GER",FALSE
"5445",15444,"standard",79029.47,"PayPal",47,210.53,"GBR",FALSE
"5446",15445,"student",78007.5,"PayPal",62,162.2,"LUX",FALSE
"5447",15446,"prime",65661.58,"credit card",59,315.23,"LUX",FALSE
"5448",15447,"standard",60966.25,"bank account",38,214.87,"POL",FALSE
"5449",15448,"prime",64927.97,"credit card",67,235.78,"GBR",FALSE
"5450",15449,"standard",68266.87,"credit card",130,126,"AUT",FALSE
"5451",15450,"prime",58269.99,"PayPal",24,289.41,"GER",FALSE
"5452",15451,"prime",78767.02,"credit card",40,185.7,"LUX",FALSE
"5453",15452,"standard",68079.31,"credit card",14,214.4,"AUT",FALSE
"5454",15453,"student",84898.37,"PayPal",12,211.09,"GBR",FALSE
"5455",15454,"standard",70395.53,"PayPal",36,187.29,"LUX",FALSE
"5456",15455,"student",94502.64,"PayPal",90,387.08,"GER",TRUE
"5457",15456,"prime",72736.53,"credit card",78,284.18,"BEL",FALSE
"5458",15457,"prime",73909.64,"PayPal",90,336.59,"GER",FALSE
"5459",15458,"standard",80121.16,"PayPal",34,372.37,"NEL",FALSE
"5460",15459,"standard",65545.55,"credit card",70,116.22,"NEL",FALSE
"5461",15460,"standard",74388.88,"credit card",103,312.32,"BEL",FALSE
"5462",15461,"prime",78881.41,"PayPal",35,159.04,"AUT",FALSE
"5463",15462,"prime",74885.17,"credit card",21,318.04,"AUT",FALSE
"5464",15463,"standard",73783.82,"credit card",3,126,"LUX",FALSE
"5465",15464,"prime",42989.19,"credit card",95,233.49,"GBR",FALSE
"5466",15465,"standard",85693.99,"credit card",14,186.11,"POL",FALSE
"5467",15466,"standard",36077.32,"PayPal",12,378.19,"GER",FALSE
"5468",15467,"student",73952.41,"credit card",87,311.19,"BEL",FALSE
"5469",15468,"standard",58918.16,"bank account",53,127.65,"BEL",FALSE
"5470",15469,"standard",62775.06,"bank account",90,163.99,"AUT",FALSE
"5471",15470,"standard",61512.96,"PayPal",29,310.26,"LUX",FALSE
"5472",15471,"standard",63635.17,"credit card",118,416.51,"BEL",FALSE
"5473",15472,"standard",76553.38,"credit card",71,248.07,"AUT",FALSE
"5474",15473,"standard",93019.8,"PayPal",61,556.59,"GBR",FALSE
"5475",15474,"student",86908.87,"PayPal",85,305.92,"BEL",FALSE
"5476",15475,"prime",72445.12,"credit card",12,146.45,"GER",FALSE
"5477",15476,"standard",83674.69,"credit card",41,126,"GBR",FALSE
"5478",15477,"student",78453.21,"bank account",53,323.99,"BEL",TRUE
"5479",15478,"standard",67098.43,"PayPal",79,117.16,"POL",FALSE
"5480",15479,"standard",81679.81,"credit card",29,173.05,"AUT",FALSE
"5481",15480,"prime",75292.31,"PayPal",89,456.11,"AUT",FALSE
"5482",15481,"standard",58579.15,"bank account",11,201.73,"GER",FALSE
"5483",15482,"student",82132.73,"PayPal",58,367.75,"GBR",TRUE
"5484",15483,"student",53341.48,"PayPal",51,137.26,"BEL",TRUE
"5485",15484,"standard",49295.56,"PayPal",85,246.5,"GER",FALSE
"5486",15485,"student",71071.81,"credit card",59,356.06,"POL",FALSE
"5487",15486,"prime",71716.13,"bank account",53,580.75,"NEL",FALSE
"5488",15487,"standard",93919.06,"PayPal",12,450.05,"NEL",FALSE
"5489",15488,"standard",76214.34,"credit card",119,84.07,"GER",FALSE
"5490",15489,"prime",60819.91,"credit card",12,459.4,"NEL",FALSE
"5491",15490,"standard",65457.07,"credit card",8,342.87,"POL",TRUE
"5492",15491,"prime",66830.57,"PayPal",34,169.16,"POL",TRUE
"5493",15492,"standard",57627.9,"credit card",50,48.19,"AUT",TRUE
"5494",15493,"standard",72635.85,"credit card",93,329.86,"POL",FALSE
"5495",15494,"standard",69432.04,"credit card",68,399.62,"AUT",FALSE
"5496",15495,"standard",60102.05,"credit card",72,30.1,"POL",FALSE
"5497",15496,"standard",78034.8,"bank account",29,523.66,"LUX",TRUE
"5498",15497,"standard",77614.16,"credit card",33,392.44,"BEL",FALSE
"5499",15498,"standard",98216.48,"credit card",93,270.78,"BEL",FALSE
"5500",15499,"standard",65242.99,"bank account",88,383.65,"GBR",FALSE
"5501",15500,"standard",74672.39,"PayPal",44,186.88,"POL",FALSE
"5502",15501,"standard",54197.59,"credit card",81,320.48,"LUX",FALSE
"5503",15502,"standard",82054.37,"bank account",26,254.43,"NEL",FALSE
"5504",15503,"standard",95960.88,"credit card",44,72,"GBR",FALSE
"5505",15504,"standard",82735.73,"credit card",90,115.12,"GBR",FALSE
"5506",15505,"standard",79891.98,"PayPal",19,265.69,"LUX",TRUE
"5507",15506,"prime",74685.42,"PayPal",32,480.71,"GBR",FALSE
"5508",15507,"standard",74762.79,"bank account",69,412.24,"LUX",FALSE
"5509",15508,"standard",82658.7,"PayPal",66,215.05,"LUX",FALSE
"5510",15509,"prime",53104.59,"bank account",66,44,"NEL",FALSE
"5511",15510,"standard",62844.19,"PayPal",35,315.13,"GBR",FALSE
"5512",15511,"prime",60984.93,"bank account",113,246.7,"LUX",FALSE
"5513",15512,"standard",65882,"credit card",22,544.31,"POL",FALSE
"5514",15513,"standard",71645.19,"credit card",35,142.25,"GBR",FALSE
"5515",15514,"student",78365.04,"bank account",36,541.04,"GBR",TRUE
"5516",15515,"standard",72334.56,"credit card",69,226.88,"LUX",FALSE
"5517",15516,"standard",69299.59,"credit card",64,100.18,"LUX",FALSE
"5518",15517,"prime",75975.15,"credit card",31,523.65,"AUT",FALSE
"5519",15518,"standard",82364.09,"PayPal",114,58.61,"NEL",FALSE
"5520",15519,"student",72882.4,"credit card",55,31.25,"GER",FALSE
"5521",15520,"standard",68946.45,"credit card",12,263.15,"LUX",FALSE
"5522",15521,"standard",71187.24,"PayPal",12,446.05,"AUT",FALSE
"5523",15522,"standard",67763.23,"credit card",42,123.88,"POL",TRUE
"5524",15523,"student",51488.56,"PayPal",45,498.16,"NEL",FALSE
"5525",15524,"prime",64805.83,"PayPal",4,127.17,"GER",TRUE
"5526",15525,"standard",70227.91,"credit card",48,141.26,"GBR",FALSE
"5527",15526,"standard",78448.92,"bank account",64,45.15,"BEL",TRUE
"5528",15527,"standard",75234.66,"credit card",14,77.04,"LUX",FALSE
"5529",15528,"student",64171.84,"credit card",61,254.07,"NEL",FALSE
"5530",15529,"standard",55831.73,"bank account",105,304.44,"NEL",FALSE
"5531",15530,"standard",83338.22,"PayPal",54,126,"AUT",FALSE
"5532",15531,"prime",60581.43,"bank account",84,201.91,"NEL",FALSE
"5533",15532,"student",73265.74,"bank account",82,126,"NEL",FALSE
"5534",15533,"standard",87088.86,"PayPal",64,138.51,"AUT",FALSE
"5535",15534,"standard",58542.34,"credit card",73,201.6,"AUT",FALSE
"5536",15535,"student",81053.36,"PayPal",48,276.26,"NEL",FALSE
"5537",15536,"standard",66656.2,"credit card",12,432.03,"POL",FALSE
"5538",15537,"standard",60128.81,"PayPal",49,256.1,"BEL",FALSE
"5539",15538,"student",67787.65,"credit card",129,430.58,"AUT",FALSE
"5540",15539,"standard",81001.73,"credit card",78,89.28,"GER",FALSE
"5541",15540,"prime",51508.87,"credit card",12,142.58,"NEL",FALSE
"5542",15541,"standard",61892.11,"credit card",12,154.58,"POL",FALSE
"5543",15542,"standard",59416.02,"bank account",22,169.91,"POL",FALSE
"5544",15543,"standard",60793.42,"credit card",77,314.56,"GER",TRUE
"5545",15544,"prime",58417.15,"PayPal",16,383.66,"GER",FALSE
"5546",15545,"standard",64184.26,"PayPal",79,302.64,"POL",FALSE
"5547",15546,"prime",74427.78,"bank account",4,444.26,"BEL",FALSE
"5548",15547,"student",70701.56,"PayPal",71,519.22,"NEL",FALSE
"5549",15548,"standard",70342.14,"bank account",95,186.33,"POL",FALSE
"5550",15549,"prime",71262.48,"credit card",61,503.85,"GBR",FALSE
"5551",15550,"student",52948.47,"credit card",11,81.21,"GBR",FALSE
"5552",15551,"prime",70101.46,"PayPal",42,5.68,"GBR",FALSE
"5553",15552,"standard",59593.58,"PayPal",12,254.9,"NEL",TRUE
"5554",15553,"standard",69840.89,"bank account",66,373.34,"GBR",FALSE
"5555",15554,"standard",75061.98,"credit card",46,126,"POL",FALSE
"5556",15555,"prime",67572,"credit card",72,251.88,"BEL",FALSE
"5557",15556,"standard",61438.04,"credit card",21,298.49,"POL",FALSE
"5558",15557,"prime",59731.11,"credit card",105,345.12,"POL",FALSE
"5559",15558,"prime",66088.07,"credit card",12,126,"GER",FALSE
"5560",15559,"standard",86050.53,"PayPal",24,76.95,"GER",FALSE
"5561",15560,"standard",87809.1,"credit card",53,177.78,"AUT",FALSE
"5562",15561,"standard",62785.07,"bank account",47,71.97,"GER",FALSE
"5563",15562,"standard",69221.74,"credit card",12,155.15,"LUX",FALSE
"5564",15563,"standard",60212.41,"credit card",39,523.65,"POL",FALSE
"5565",15564,"prime",63459.68,"PayPal",38,184.42,"NEL",FALSE
"5566",15565,"standard",63240.18,"PayPal",22,174.21,"GER",FALSE
"5567",15566,"prime",69781.16,"PayPal",122,126,"LUX",FALSE
"5568",15567,"standard",58502.55,"credit card",45,365.66,"BEL",FALSE
"5569",15568,"standard",50951.34,"credit card",12,186.52,"GER",FALSE
"5570",15569,"standard",67356,"credit card",36,167.74,"BEL",FALSE
"5571",15570,"prime",73289.37,"bank account",49,449.47,"GER",FALSE
"5572",15571,"prime",54478.67,"credit card",47,111.23,"NEL",FALSE
"5573",15572,"standard",60243.1,"credit card",102,493.26,"NEL",TRUE
"5574",15573,"standard",54001.72,"PayPal",70,307.83,"LUX",FALSE
"5575",15574,"student",62969.48,"PayPal",12,250.13,"LUX",FALSE
"5576",15575,"standard",62537.47,"bank account",53,239.73,"LUX",FALSE
"5577",15576,"prime",69922.61,"credit card",12,592.37,"LUX",FALSE
"5578",15577,"standard",84417.94,"bank account",61,120.43,"POL",FALSE
"5579",15578,"standard",64368.69,"credit card",18,175.78,"POL",FALSE
"5580",15579,"standard",68130.29,"credit card",59,354.15,"NEL",FALSE
"5581",15580,"standard",65303.82,"bank account",62,228.17,"POL",FALSE
"5582",15581,"standard",66998.53,"credit card",60,98.65,"BEL",FALSE
"5583",15582,"standard",69632.57,"credit card",64,234.48,"GER",TRUE
"5584",15583,"prime",71880.45,"bank account",95,20.06,"NEL",FALSE
"5585",15584,"prime",65500.51,"PayPal",12,176.91,"GBR",FALSE
"5586",15585,"standard",58651.26,"PayPal",12,188.12,"LUX",TRUE
"5587",15586,"prime",80672.32,"credit card",125,126.92,"AUT",FALSE
"5588",15587,"standard",80258.88,"PayPal",15,502.67,"GER",FALSE
"5589",15588,"standard",60086.35,"PayPal",12,239.71,"AUT",TRUE
"5590",15589,"standard",68651.05,"bank account",126,480.28,"GER",FALSE
"5591",15590,"prime",53083.13,"credit card",63,391.76,"GER",TRUE
"5592",15591,"standard",69892.05,"credit card",107,405.66,"GER",FALSE
"5593",15592,"standard",79551.74,"credit card",12,253.39,"NEL",FALSE
"5594",15593,"prime",66669.34,"credit card",52,222.67,"AUT",FALSE
"5595",15594,"prime",47401.57,"PayPal",7,122.97,"POL",FALSE
"5596",15595,"standard",93425.56,"PayPal",106,297,"GBR",FALSE
"5597",15596,"standard",75116.52,"bank account",9,156.33,"LUX",FALSE
"5598",15597,"prime",50640.72,"credit card",93,395.03,"LUX",TRUE
"5599",15598,"standard",61955.16,"credit card",12,85.9,"GBR",FALSE
"5600",15599,"standard",62467.64,"credit card",131,465.84,"GER",FALSE
"5601",15600,"standard",79210.54,"credit card",105,120.05,"GER",TRUE
"5602",15601,"student",59686.07,"PayPal",30,656.32,"GER",TRUE
"5603",15602,"standard",73672.16,"PayPal",64,50.96,"GBR",TRUE
"5604",15603,"standard",70526.63,"credit card",13,625.62,"BEL",FALSE
"5605",15604,"standard",45631.85,"PayPal",63,408.14,"BEL",TRUE
"5606",15605,"standard",76834.82,"PayPal",89,394.71,"AUT",FALSE
"5607",15606,"prime",81354.72,"bank account",20,339.6,"GBR",FALSE
"5608",15607,"prime",82914.88,"credit card",78,183.53,"LUX",FALSE
"5609",15608,"prime",70644.86,"PayPal",138,129.03,"GBR",FALSE
"5610",15609,"standard",69933.48,"PayPal",43,500.75,"GER",FALSE
"5611",15610,"standard",53501.37,"bank account",97,521.34,"BEL",TRUE
"5612",15611,"standard",88008.93,"credit card",66,172.16,"GER",FALSE
"5613",15612,"standard",47673.73,"bank account",40,367.85,"NEL",FALSE
"5614",15613,"prime",62512.77,"bank account",15,64.03,"POL",FALSE
"5615",15614,"standard",83142.13,"PayPal",60,224.76,"AUT",FALSE
"5616",15615,"standard",68593.21,"PayPal",68,221.38,"NEL",TRUE
"5617",15616,"student",84454.61,"PayPal",8,181.19,"AUT",TRUE
"5618",15617,"prime",70047.85,"PayPal",60,473.19,"POL",FALSE
"5619",15618,"student",69161.52,"PayPal",44,110.03,"NEL",FALSE
"5620",15619,"standard",76522.82,"credit card",46,393.37,"LUX",TRUE
"5621",15620,"standard",61533.37,"credit card",44,452.52,"BEL",FALSE
"5622",15621,"standard",82116.27,"credit card",39,210.38,"NEL",FALSE
"5623",15622,"standard",57414.03,"credit card",46,107.79,"GBR",FALSE
"5624",15623,"prime",69553.29,"bank account",92,184.61,"AUT",FALSE
"5625",15624,"prime",82883.88,"credit card",12,169.97,"BEL",FALSE
"5626",15625,"standard",63845.8,"credit card",12,482.65,"LUX",FALSE
"5627",15626,"standard",52685.11,"PayPal",11,285.84,"BEL",TRUE
"5628",15627,"standard",73739.53,"credit card",47,236.7,"POL",FALSE
"5629",15628,"standard",58377.14,"credit card",131,96.71,"BEL",FALSE
"5630",15629,"prime",72918.49,"credit card",64,309,"AUT",FALSE
"5631",15630,"standard",61674.55,"PayPal",84,260.47,"NEL",FALSE
"5632",15631,"prime",80642.3,"bank account",14,346.44,"BEL",FALSE
"5633",15632,"prime",56287.1,"credit card",89,382.57,"AUT",FALSE
"5634",15633,"standard",77510.46,"credit card",56,465.64,"GER",TRUE
"5635",15634,"prime",73145.91,"credit card",73,155.22,"POL",FALSE
"5636",15635,"prime",79277.67,"credit card",107,367.74,"GBR",TRUE
"5637",15636,"prime",55966.45,"bank account",48,298.29,"LUX",FALSE
"5638",15637,"standard",68515.33,"bank account",53,428.99,"AUT",FALSE
"5639",15638,"standard",69252.21,"credit card",13,373.71,"POL",FALSE
"5640",15639,"standard",73207.67,"credit card",12,238.95,"POL",FALSE
"5641",15640,"standard",69972.76,"credit card",47,359.9,"GER",FALSE
"5642",15641,"standard",77457.55,"PayPal",83,37.52,"POL",FALSE
"5643",15642,"standard",63667.03,"bank account",40,452,"LUX",FALSE
"5644",15643,"standard",72110.05,"bank account",41,185.19,"NEL",FALSE
"5645",15644,"standard",83651.92,"credit card",42,321.97,"AUT",TRUE
"5646",15645,"standard",85959.98,"PayPal",73,171.16,"GER",TRUE
"5647",15646,"standard",70550.87,"credit card",91,389.6,"BEL",FALSE
"5648",15647,"standard",57668.68,"credit card",55,277.51,"AUT",FALSE
"5649",15648,"standard",65767.71,"PayPal",12,336.76,"BEL",FALSE
"5650",15649,"standard",73724.82,"PayPal",19,121.64,"GBR",FALSE
"5651",15650,"prime",53936.86,"credit card",78,218.25,"POL",FALSE
"5652",15651,"standard",51749.92,"credit card",55,187.94,"BEL",FALSE
"5653",15652,"prime",84524.12,"PayPal",46,264.02,"AUT",FALSE
"5654",15653,"prime",59009.53,"PayPal",107,345.36,"GBR",FALSE
"5655",15654,"standard",74657.11,"credit card",66,365.27,"GER",FALSE
"5656",15655,"prime",72801.36,"credit card",1,197.93,"POL",FALSE
"5657",15656,"standard",71992.79,"PayPal",84,151.23,"AUT",FALSE
"5658",15657,"prime",70522.97,"bank account",97,658.77,"BEL",FALSE
"5659",15658,"standard",75243.14,"PayPal",37,43.69,"BEL",FALSE
"5660",15659,"standard",53745.32,"PayPal",77,389.39,"GER",FALSE
"5661",15660,"standard",71309.99,"PayPal",12,84.14,"AUT",TRUE
"5662",15661,"prime",69860.96,"credit card",41,428.65,"LUX",TRUE
"5663",15662,"standard",82977.65,"bank account",12,473.91,"GER",FALSE
"5664",15663,"prime",78456.21,"credit card",38,323.22,"GBR",FALSE
"5665",15664,"prime",82085.84,"credit card",45,156.1,"AUT",FALSE
"5666",15665,"standard",71800.69,"bank account",12,630.39,"GBR",FALSE
"5667",15666,"prime",89123.98,"bank account",57,328.2,"BEL",FALSE
"5668",15667,"standard",69078.02,"bank account",52,636.15,"BEL",FALSE
"5669",15668,"prime",63336.02,"credit card",56,375.1,"GBR",FALSE
"5670",15669,"prime",71519.28,"PayPal",12,26.73,"NEL",TRUE
"5671",15670,"standard",93963.2,"PayPal",11,262.79,"GBR",FALSE
"5672",15671,"prime",54313.96,"bank account",108,121.6,"AUT",FALSE
"5673",15672,"prime",70457.47,"bank account",77,309.84,"NEL",FALSE
"5674",15673,"prime",46137.8,"credit card",1,499.51,"LUX",TRUE
"5675",15674,"student",93895.73,"bank account",132,348.28,"GBR",FALSE
"5676",15675,"standard",80252.08,"PayPal",44,121.64,"NEL",FALSE
"5677",15676,"prime",62730.65,"bank account",113,518.33,"AUT",FALSE
"5678",15677,"standard",71546.57,"bank account",62,270.27,"LUX",TRUE
"5679",15678,"prime",82113.54,"credit card",30,357.63,"POL",FALSE
"5680",15679,"standard",62461.98,"credit card",39,266.96,"NEL",FALSE
"5681",15680,"standard",69210.2,"credit card",75,153.49,"BEL",FALSE
"5682",15681,"standard",63374.2,"credit card",46,359.68,"POL",FALSE
"5683",15682,"prime",64481.15,"credit card",56,76.77,"NEL",FALSE
"5684",15683,"standard",57518.8,"credit card",81,38.22,"GER",TRUE
"5685",15684,"student",73008.5,"PayPal",65,99.23,"GER",FALSE
"5686",15685,"prime",66769.56,"credit card",6,295.94,"GBR",FALSE
"5687",15686,"standard",72384.13,"bank account",76,483.55,"BEL",FALSE
"5688",15687,"standard",54157.5,"PayPal",56,255.75,"AUT",FALSE
"5689",15688,"standard",73425.58,"credit card",47,430.84,"LUX",TRUE
"5690",15689,"standard",68721.04,"PayPal",106,342.36,"GBR",TRUE
"5691",15690,"prime",81618.75,"credit card",62,234.66,"AUT",FALSE
"5692",15691,"standard",70785.85,"credit card",1,126,"BEL",FALSE
"5693",15692,"prime",64498.39,"bank account",12,183.73,"POL",FALSE
"5694",15693,"student",76161.09,"credit card",43,233.09,"GER",FALSE
"5695",15694,"standard",64334.65,"credit card",8,467.92,"LUX",FALSE
"5696",15695,"prime",74590.67,"credit card",81,126,"GBR",FALSE
